id,alpha,sharpe,turnover,fitness,returns,drawdown,margin,weight,sub_univese,settings,min_corr,max_corr,score,code
"-(abs(ts_mean(vec_avg(nws18_acb), 30)))_{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","-(abs(ts_mean(vec_avg(nws18_acb), 30)))",0.22,0.166,0.06,0.0128,0.129,0.000155,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.1, 'value': 0.21}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.5494,0.3925,49.0,QNzqX9K
"-(-(abs(ts_mean(vec_avg(nws18_bam), 30))))_{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","-(-(abs(ts_mean(vec_avg(nws18_bam), 30))))",0.73,0.1101,0.36,0.0303,0.0783,0.000551,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.32, 'value': 0.38}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.195,0.257,46.0,3kPa0r6
"-(ts_delta(divide(news_eod_close,news_eps_actual),90))_{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","-(ts_delta(divide(news_eod_close,news_eps_actual),90))",0.36,0.0262,0.17,0.0268,0.0752,0.002048,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2021-03-09', 'limit': 0.1, 'value': 0.5}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.16, 'value': 20.0}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.0677,0.1184,98.0,5A5kWWn
"-(ts_corr(mdl77_2earningsmomemtummodel_fc_fqsurstd, ts_delay(divide(anl4_netprofita_value, anl4_totassets_value), 90), 120))_{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","-(ts_corr(mdl77_2earningsmomemtummodel_fc_fqsurstd, ts_delay(divide(anl4_netprofita_value, anl4_totassets_value), 90), 120))",0.08,0.0466,0.01,0.0028,0.0943,0.000122,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.03, 'value': 0.08}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.2071,0.355,67.0,E8zV8ML
"-(ts_mean(add(rp_css_revenue,rp_ess_business,scl12_sentiment),30))_{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","-(ts_mean(add(rp_css_revenue,rp_ess_business,scl12_sentiment),30))",0.31,0.124,0.17,0.0381,0.1809,0.000615,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2022-11-17', 'limit': 0.1, 'value': 0.247351}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.13, 'value': 0.47}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.3884,0.4243,42.0,ZdzgaO8
"-(ts_corr(mdl77_2earningsmomemtummodel_fc_fqsurstd, ts_delay(divide(anl4_netprofit_value, assets), 90), 120))_{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","-(ts_corr(mdl77_2earningsmomemtummodel_fc_fqsurstd, ts_delay(divide(anl4_netprofit_value, assets), 90), 120))",0.28,0.0459,0.07,0.0071,0.0723,0.000311,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.12, 'value': 0.58}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.1502,0.4687,21.0,ArmJv5l
"-(ts_corr(historical_volatility_90, ts_mean(vec_avg(nws18_qcm), 60), 60))_{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","-(ts_corr(historical_volatility_90, ts_mean(vec_avg(nws18_qcm), 60), 60))",0.83,0.0637,0.45,0.0367,0.0546,0.001151,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': 0.36, 'value': 0.3}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.2734,0.5675,17.0,OMgYVbY
"-(ts_corr(historical_volatility_30, ts_mean(vec_avg(nws18_ssc), 60), 60))_{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","-(ts_corr(historical_volatility_30, ts_mean(vec_avg(nws18_ssc), 60), 60))",0.72,0.0728,0.37,0.0322,0.0717,0.000884,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.31, 'value': 0.6}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.1408,0.2194,41.0,d3vmwOx
"multiply(abs(ts_delta(news_eps_actual,30)),ts_std_dev(returns,30),implied_volatility_mean_30)_{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","multiply(abs(ts_delta(news_eps_actual,30)),ts_std_dev(returns,30),implied_volatility_mean_30)",6.47,0.8,18.79,6.749,0.0439,0.016873,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2022-05-12', 'limit': 0.1, 'value': 0.5}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'ERROR'}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.057,0.0674,74.0,eVZprop
"ts_corr(news_vol_stddev,returns,30)_{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","ts_corr(news_vol_stddev,returns,30)",0.54,0.1711,0.17,0.0173,0.0782,0.000202,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': 0.23, 'value': -0.16}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.3931,0.2625,38.0,PYVOzXE
"-(ts_regression(implied_volatility_mean_360,ts_step(1),30,rettype=1))_{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","-(ts_regression(implied_volatility_mean_360,ts_step(1),30,rettype=1))",1.21,0.2011,1.36,0.2548,0.1118,0.002534,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2018-08-20', 'limit': 0.1, 'value': 0.348872}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.52, 'value': 0.69}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.0, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.1342,0.3428,26.0,QN8Wn2r
